country,industry,ai_tool,adoption_rate,daily_active_users,year,age_group,company_size
Canada,Finance,Stable Diffusion,0.23,366,2024,25-34,SME
France,Finance,Midjourney,36.41,2719,2024,18-24,Startup
Australia,Healthcare,ChatGPT,90.52,1348,2023,55+,Startup
Germany,Retail,Bard,92.32,9793,2024,35-44,SME
Australia,Agriculture,Midjourney,10.9,5214,2023,35-44,Startup
Germany,Education,Bard,35.55,1177,2023,35-44,Startup
Germany,Technology,Midjourney,80.21,6693,2024,45-54,Enterprise
South Korea,Healthcare,Stable Diffusion,13.57,6827,2024,35-44,SME
South Korea,Manufacturing,Stable Diffusion,33.11,3030,2024,18-24,Enterprise
Australia,Manufacturing,ChatGPT,68.67,6811,2024,55+,Startup
Canada,Education,Midjourney,14.81,9702,2024,55+,SME
Australia,Transportation,Bard,70.12,4011,2023,18-24,SME
France,Technology,Bard,94.19,2635,2023,35-44,Enterprise
USA,Technology,ChatGPT,75.21,4021,2024,35-44,Startup
Germany,Finance,Midjourney,13.18,2874,2024,35-44,SME
India,Transportation,ChatGPT,63.37,2130,2024,35-44,SME
Canada,Transportation,Stable Diffusion,88.4,7649,2024,55+,Enterprise
China,Finance,Bard,29.19,9940,2024,45-54,Startup
Germany,Manufacturing,Midjourney,85.54,3941,2023,18-24,Startup
Brazil,Technology,ChatGPT,8.03,6846,2024,45-54,Startup
China,Finance,Bard,8.99,6781,2023,35-44,Startup
South Korea,Transportation,Midjourney,13.95,7546,2024,18-24,Startup
UK,Education,ChatGPT,27.3,295,2024,25-34,SME
India,Technology,Claude,98.79,1872,2024,55+,Startup
India,Retail,Midjourney,53.37,365,2024,45-54,Enterprise
France,Transportation,ChatGPT,83.04,3564,2024,45-54,Startup
South Korea,Finance,Midjourney,92.55,5881,2024,18-24,SME
Brazil,Manufacturing,ChatGPT,25.48,2222,2023,35-44,SME
India,Retail,ChatGPT,4.5,7989,2024,45-54,SME
Brazil,Agriculture,ChatGPT,84.23,8778,2024,45-54,SME
China,Transportation,Bard,3.34,3928,2023,25-34,Enterprise
UK,Retail,Midjourney,95.47,3328,2023,18-24,Startup
USA,Retail,Claude,92.64,6287,2024,45-54,Startup
China,Technology,Midjourney,13.56,7616,2023,55+,SME
Germany,Finance,ChatGPT,79.28,6006,2024,45-54,Enterprise
South Korea,Agriculture,ChatGPT,74.76,2888,2024,35-44,SME
China,Transportation,ChatGPT,97.89,2556,2024,55+,SME
China,Retail,ChatGPT,51.54,493,2024,55+,Enterprise
China,Finance,Stable Diffusion,50.7,1553,2024,55+,Startup
China,Healthcare,Midjourney,17.59,553,2024,35-44,Enterprise
Canada,Manufacturing,Claude,59.72,8065,2023,45-54,SME
China,Technology,Midjourney,42.98,3811,2024,18-24,Enterprise
China,Agriculture,ChatGPT,62.92,4735,2024,45-54,Enterprise
Canada,Education,Midjourney,25.23,8037,2023,55+,Startup
France,Retail,Midjourney,29.58,3633,2024,45-54,Startup
India,Technology,ChatGPT,3.01,6933,2023,45-54,Enterprise
Germany,Finance,ChatGPT,26.63,5512,2024,55+,Enterprise
Canada,Technology,Midjourney,33.29,3395,2023,18-24,Enterprise
South Korea,Finance,ChatGPT,62.92,7082,2023,55+,Enterprise
South Korea,Agriculture,Midjourney,90.41,6085,2023,25-34,SME
Brazil,Finance,Bard,74.63,4585,2023,45-54,Enterprise
Canada,Agriculture,ChatGPT,85.32,5508,2023,35-44,SME
USA,Manufacturing,Midjourney,12.36,5506,2024,35-44,Enterprise
South Korea,Education,Midjourney,5.2,3762,2024,18-24,Enterprise
Australia,Retail,Midjourney,74.94,278,2024,35-44,Startup
South Korea,Education,ChatGPT,76.47,3979,2024,25-34,SME
South Korea,Manufacturing,Midjourney,62.18,532,2024,18-24,Startup
France,Finance,Midjourney,30.57,7466,2023,35-44,Startup
UK,Transportation,ChatGPT,76.32,4109,2024,35-44,Enterprise
Australia,Healthcare,ChatGPT,68.38,4138,2024,35-44,Startup
Australia,Agriculture,ChatGPT,36.41,976,2024,18-24,Startup
Brazil,Retail,Bard,78.74,5865,2024,18-24,SME
China,Manufacturing,Midjourney,40.73,7254,2024,18-24,SME
Canada,Finance,ChatGPT,67.16,1630,2023,25-34,Startup
Canada,Healthcare,ChatGPT,27.32,6039,2024,35-44,SME
China,Finance,ChatGPT,89.88,2168,2024,55+,SME
UK,Education,Stable Diffusion,78.55,477,2023,25-34,Enterprise
South Korea,Technology,Bard,63.65,3639,2024,35-44,Startup
USA,Technology,Stable Diffusion,39.83,3789,2024,25-34,SME
Canada,Manufacturing,Bard,42.09,443,2024,45-54,SME
Australia,Agriculture,Midjourney,65.39,9902,2024,55+,Startup
South Korea,Transportation,Midjourney,61.95,8356,2023,35-44,Startup
China,Education,ChatGPT,42.76,1803,2024,55+,Startup
Germany,Transportation,ChatGPT,87.2,6011,2024,55+,Startup
USA,Agriculture,Claude,10.37,8123,2024,35-44,Enterprise
Germany,Healthcare,Midjourney,95.18,986,2024,18-24,SME
South Korea,Healthcare,ChatGPT,24.63,9347,2024,55+,SME
France,Education,Stable Diffusion,48.79,1984,2023,25-34,Startup
UK,Healthcare,ChatGPT,77.85,3477,2024,55+,SME
Australia,Education,Bard,81.35,6048,2024,55+,SME
South Korea,Healthcare,Midjourney,35.29,7735,2024,55+,Enterprise
UK,Finance,ChatGPT,76.01,9781,2024,18-24,Startup
China,Finance,ChatGPT,64.9,2813,2024,45-54,Enterprise
Brazil,Healthcare,Stable Diffusion,21.91,5263,2024,18-24,Enterprise
Brazil,Technology,ChatGPT,22.92,9324,2024,25-34,SME
Canada,Retail,ChatGPT,66.96,430,2024,55+,Enterprise
USA,Technology,Midjourney,98.75,4407,2023,55+,Enterprise
USA,Education,Bard,98.03,4627,2024,55+,Enterprise
India,Retail,ChatGPT,19.15,4432,2024,35-44,Startup
Australia,Agriculture,Stable Diffusion,94.89,8285,2023,25-34,Enterprise
India,Education,ChatGPT,9.71,8189,2024,45-54,Enterprise
USA,Technology,ChatGPT,82.8,288,2024,55+,Enterprise
Australia,Agriculture,ChatGPT,66.7,440,2024,45-54,Enterprise
UK,Transportation,ChatGPT,31.29,5134,2024,35-44,Startup
Canada,Healthcare,ChatGPT,77.87,6706,2023,55+,Enterprise
India,Agriculture,Bard,58.84,9496,2024,18-24,Enterprise
China,Manufacturing,Bard,53.93,948,2024,45-54,Enterprise
China,Finance,Midjourney,59.59,3162,2024,25-34,Enterprise
Australia,Transportation,Bard,70.71,131,2024,25-34,Startup
South Korea,Retail,Stable Diffusion,67.38,6908,2024,35-44,SME
South Korea,Healthcare,Bard,37.21,7527,2024,55+,Enterprise
India,Manufacturing,Claude,65.05,9290,2024,18-24,Enterprise
Australia,Healthcare,Midjourney,56.74,7246,2024,25-34,SME
France,Finance,ChatGPT,29.02,1297,2024,45-54,Startup
USA,Retail,Bard,66.78,2852,2024,35-44,Startup
Australia,Finance,Bard,26.51,2213,2024,35-44,SME
UK,Finance,Midjourney,61.38,5040,2023,35-44,Startup
India,Manufacturing,ChatGPT,64.39,5030,2024,45-54,Startup
France,Healthcare,Claude,32.67,2579,2023,35-44,SME
South Korea,Manufacturing,ChatGPT,13.74,5402,2024,18-24,SME
Canada,Healthcare,Bard,0.9,8490,2024,45-54,SME
China,Healthcare,ChatGPT,91.74,1109,2024,35-44,Enterprise
UK,Finance,ChatGPT,81.17,8964,2024,35-44,Startup
Canada,Agriculture,Bard,76.63,8801,2023,45-54,SME
South Korea,Finance,Claude,6.25,1572,2023,35-44,Startup
France,Transportation,Stable Diffusion,76.75,2709,2023,35-44,Enterprise
Australia,Finance,Midjourney,76.24,4377,2024,45-54,SME
France,Retail,ChatGPT,95.12,881,2023,45-54,Enterprise
Australia,Agriculture,ChatGPT,94.55,2236,2023,45-54,Enterprise
Germany,Manufacturing,ChatGPT,88.17,9820,2023,18-24,SME
India,Education,Midjourney,9.54,9091,2023,55+,Enterprise
Brazil,Retail,Midjourney,87.84,802,2024,25-34,SME
Canada,Retail,ChatGPT,58.08,3181,2024,55+,Startup
South Korea,Healthcare,ChatGPT,85.74,9488,2024,18-24,Enterprise
Australia,Education,Bard,0.15,9867,2024,55+,Enterprise
UK,Finance,Midjourney,87.45,798,2023,25-34,SME
Australia,Healthcare,Midjourney,88.47,1899,2024,18-24,SME
Australia,Technology,ChatGPT,24.22,3076,2024,25-34,SME
South Korea,Finance,Stable Diffusion,73.96,3402,2024,18-24,Startup
Germany,Technology,Midjourney,88.53,308,2023,55+,Startup
Germany,Education,ChatGPT,69.59,6459,2024,18-24,Startup
Germany,Finance,ChatGPT,34.79,5912,2024,35-44,Enterprise
India,Technology,ChatGPT,39.14,3745,2024,35-44,Startup
UK,Healthcare,Midjourney,92.97,3473,2024,45-54,Enterprise
UK,Finance,Midjourney,58.88,6606,2023,18-24,Startup
India,Education,ChatGPT,66.92,6450,2023,35-44,Startup
Brazil,Education,ChatGPT,64.44,7562,2024,18-24,SME
Australia,Finance,Midjourney,59.94,210,2024,55+,SME
China,Agriculture,Midjourney,60.53,5638,2024,18-24,SME
India,Agriculture,Midjourney,60.05,6286,2024,45-54,Startup
Australia,Finance,Bard,85.19,1370,2024,55+,Enterprise
USA,Transportation,Stable Diffusion,72.84,6136,2023,35-44,SME
India,Finance,Stable Diffusion,32.53,4087,2024,35-44,Startup
UK,Finance,ChatGPT,16.94,7499,2024,18-24,Enterprise
South Korea,Healthcare,Midjourney,16.34,7882,2024,25-34,Startup
USA,Healthcare,Midjourney,3.38,7551,2023,18-24,SME
Canada,Finance,ChatGPT,26.21,8681,2023,25-34,Enterprise
Canada,Healthcare,Midjourney,19.62,3876,2024,45-54,Startup
China,Technology,Midjourney,17.07,7274,2024,35-44,Enterprise
Canada,Technology,ChatGPT,78.43,3779,2023,18-24,SME
Australia,Technology,ChatGPT,12.19,5525,2023,35-44,SME
India,Manufacturing,Stable Diffusion,4.85,9609,2023,45-54,Startup
South Korea,Retail,ChatGPT,65.43,3237,2024,18-24,Enterprise
China,Agriculture,Claude,63.27,7531,2024,25-34,SME
Germany,Education,ChatGPT,97.92,7291,2024,25-34,Startup
USA,Finance,ChatGPT,79.02,3389,2024,35-44,Enterprise
Canada,Agriculture,Bard,72.17,8094,2024,55+,Startup
Canada,Agriculture,ChatGPT,59.85,5091,2024,18-24,SME
India,Agriculture,Bard,31.57,9096,2024,25-34,Startup
China,Transportation,ChatGPT,2.26,2654,2024,55+,Enterprise
France,Agriculture,Stable Diffusion,62.86,6875,2024,55+,Startup
France,Technology,Stable Diffusion,7.63,8360,2024,55+,Startup
Germany,Finance,Midjourney,60.89,3611,2023,35-44,Enterprise
Australia,Manufacturing,ChatGPT,57.64,8634,2023,55+,SME
France,Education,Midjourney,89.43,8323,2024,45-54,Enterprise
Germany,Finance,ChatGPT,29.82,3394,2023,18-24,Enterprise
India,Healthcare,ChatGPT,41.18,8424,2024,25-34,Enterprise
USA,Manufacturing,Midjourney,64.47,2351,2024,25-34,Startup
South Korea,Transportation,ChatGPT,32.81,7984,2024,18-24,Enterprise
Germany,Technology,ChatGPT,43.55,9885,2023,45-54,Startup
Brazil,Healthcare,Midjourney,88.07,5252,2024,35-44,SME
Germany,Technology,Stable Diffusion,12.44,2963,2024,55+,Startup
France,Transportation,Claude,42.73,1164,2024,45-54,Enterprise
Germany,Technology,ChatGPT,11.18,2045,2024,35-44,Startup
Australia,Finance,Stable Diffusion,80.38,7215,2024,35-44,Enterprise
South Korea,Agriculture,Midjourney,19.82,1280,2024,35-44,SME
France,Finance,ChatGPT,24.08,9497,2024,35-44,SME
India,Finance,Midjourney,49.51,8991,2024,45-54,Enterprise
Canada,Finance,ChatGPT,50.87,8054,2023,18-24,SME
China,Agriculture,Bard,91.78,5398,2024,25-34,Startup
China,Transportation,Midjourney,80.18,1597,2024,18-24,Startup
Brazil,Healthcare,Stable Diffusion,84.38,7700,2024,35-44,SME
South Korea,Education,Stable Diffusion,20.78,7857,2023,45-54,SME
South Korea,Healthcare,Midjourney,13.38,661,2024,45-54,Startup
Brazil,Technology,ChatGPT,30.31,8584,2024,55+,Enterprise
UK,Healthcare,ChatGPT,26.26,1129,2024,18-24,Enterprise
Canada,Transportation,ChatGPT,72.52,4762,2024,25-34,Enterprise
Canada,Transportation,Midjourney,82.72,2143,2023,25-34,Enterprise
France,Manufacturing,Midjourney,40.28,7317,2023,55+,Enterprise
USA,Agriculture,Bard,97.75,2616,2024,25-34,Startup
Brazil,Transportation,Midjourney,93.36,7109,2023,35-44,SME
Brazil,Technology,Midjourney,18.99,6219,2023,35-44,Startup
South Korea,Retail,ChatGPT,98.25,4173,2024,35-44,SME
Canada,Agriculture,Midjourney,72.74,119,2023,18-24,SME
UK,Manufacturing,Bard,76.39,2569,2024,55+,Startup
UK,Agriculture,ChatGPT,46.2,5771,2023,35-44,Enterprise
Australia,Healthcare,Midjourney,2.87,739,2024,45-54,Startup
Germany,Technology,Midjourney,92.52,507,2024,45-54,SME
France,Finance,Midjourney,9.42,9096,2024,55+,Startup
UK,Technology,Midjourney,83.41,5381,2024,25-34,Enterprise
China,Transportation,Bard,29.15,5996,2024,35-44,Enterprise
France,Retail,Stable Diffusion,92.8,7421,2024,18-24,Enterprise
Germany,Healthcare,Midjourney,91.83,4097,2023,35-44,Enterprise
USA,Healthcare,ChatGPT,48.35,3827,2024,35-44,Startup
Canada,Technology,ChatGPT,92.88,3550,2024,18-24,Enterprise
Canada,Technology,Stable Diffusion,84.4,6238,2024,18-24,Enterprise
China,Technology,ChatGPT,87.98,1944,2024,35-44,Startup
USA,Retail,Midjourney,52.49,7254,2023,45-54,SME
UK,Transportation,Bard,88.58,5051,2024,35-44,SME
France,Retail,Bard,76.82,159,2024,55+,Enterprise
Brazil,Technology,ChatGPT,94.15,8788,2024,18-24,SME
China,Technology,Bard,78.43,5739,2024,25-34,Startup
UK,Retail,ChatGPT,77.07,5523,2023,55+,Startup
South Korea,Healthcare,Stable Diffusion,79.1,991,2024,55+,SME
Germany,Technology,ChatGPT,53.74,8280,2024,25-34,Enterprise
UK,Healthcare,Midjourney,46.91,4817,2024,35-44,SME
Australia,Retail,Midjourney,32.56,5922,2023,18-24,Enterprise
UK,Retail,ChatGPT,54.35,5163,2024,25-34,Startup
Brazil,Retail,Midjourney,83.28,8769,2024,35-44,SME
Germany,Finance,Midjourney,66.84,3921,2023,45-54,SME
UK,Finance,Midjourney,23.27,2604,2024,55+,Enterprise
Canada,Finance,Midjourney,16.9,7828,2023,55+,Startup
France,Transportation,Stable Diffusion,65.44,3442,2023,55+,Startup
Germany,Education,ChatGPT,48.02,6041,2023,18-24,Startup
China,Healthcare,Stable Diffusion,84.67,2016,2024,18-24,Startup
Germany,Finance,ChatGPT,6.65,4620,2024,18-24,Enterprise
China,Manufacturing,ChatGPT,51.62,7142,2023,45-54,Enterprise
India,Retail,Stable Diffusion,64.75,6614,2023,35-44,Startup
Brazil,Healthcare,Bard,25.75,6533,2024,45-54,SME
Germany,Technology,Midjourney,60.5,660,2024,18-24,Startup
China,Finance,ChatGPT,10.04,5489,2023,18-24,SME
Brazil,Manufacturing,ChatGPT,35.5,8680,2023,45-54,SME
France,Agriculture,Bard,86.27,6316,2023,55+,Enterprise
China,Healthcare,Midjourney,78.5,300,2024,35-44,Enterprise
Germany,Agriculture,Bard,38.15,5396,2024,35-44,Enterprise
Brazil,Technology,Stable Diffusion,91.38,230,2024,55+,Startup
China,Agriculture,ChatGPT,21.09,3785,2023,45-54,SME
Brazil,Finance,ChatGPT,85.72,7382,2024,35-44,Startup
Australia,Technology,Midjourney,82.61,4029,2023,25-34,Startup
Australia,Agriculture,Midjourney,85.42,5081,2024,35-44,Enterprise
Canada,Retail,Stable Diffusion,94.02,5347,2023,55+,SME
USA,Healthcare,Midjourney,9.63,3762,2024,45-54,SME
Brazil,Retail,Midjourney,41.21,1537,2024,25-34,Startup
Canada,Healthcare,Claude,88.36,7473,2024,45-54,SME
India,Transportation,Claude,73.96,8491,2024,18-24,Startup
Brazil,Manufacturing,ChatGPT,71.51,7464,2024,45-54,Startup
China,Transportation,Midjourney,84.89,5865,2024,35-44,Startup
Germany,Manufacturing,Midjourney,32.85,5433,2024,35-44,Startup
Australia,Education,Midjourney,2.21,7402,2024,25-34,SME
China,Manufacturing,ChatGPT,58.36,7505,2024,18-24,Enterprise
USA,Healthcare,ChatGPT,54.19,7965,2023,55+,Startup
Germany,Manufacturing,ChatGPT,41.81,2828,2024,35-44,SME
Australia,Healthcare,ChatGPT,75.55,5593,2024,25-34,SME
UK,Manufacturing,Bard,94.98,312,2024,55+,Startup
France,Technology,Midjourney,87.94,431,2023,55+,Startup
USA,Healthcare,Stable Diffusion,18.23,1743,2024,55+,Enterprise
China,Healthcare,ChatGPT,58.55,2771,2024,55+,Startup
China,Manufacturing,Claude,27.7,957,2024,18-24,Enterprise
USA,Healthcare,Stable Diffusion,62.65,6707,2024,55+,Enterprise
Australia,Healthcare,Midjourney,81.56,5662,2024,35-44,Enterprise
China,Education,ChatGPT,53.36,2767,2023,45-54,Startup
UK,Education,Midjourney,79.46,8322,2024,55+,SME
South Korea,Transportation,ChatGPT,27.11,8168,2024,25-34,Enterprise
China,Healthcare,Midjourney,8.36,4042,2024,18-24,Startup
India,Manufacturing,Stable Diffusion,33.87,5726,2024,18-24,Enterprise
South Korea,Manufacturing,Bard,4.92,2425,2024,35-44,Startup
Germany,Education,Claude,98.29,3362,2024,55+,Startup
China,Agriculture,Midjourney,55.43,7840,2024,55+,Enterprise
France,Retail,ChatGPT,47.69,5445,2023,35-44,Enterprise
India,Transportation,Claude,66.7,578,2024,35-44,Enterprise
Germany,Transportation,Midjourney,93.13,7114,2023,35-44,SME
India,Agriculture,Stable Diffusion,91.38,8111,2024,25-34,Startup
Brazil,Finance,ChatGPT,15.92,2832,2024,45-54,SME
China,Healthcare,Stable Diffusion,37.54,2417,2024,18-24,SME
Canada,Manufacturing,Stable Diffusion,34.28,7908,2024,35-44,Startup
Canada,Education,ChatGPT,77.65,6325,2023,35-44,Startup
UK,Education,ChatGPT,74.18,5113,2024,25-34,Startup
USA,Technology,ChatGPT,48.83,9971,2024,18-24,Startup
China,Transportation,Midjourney,6.93,5289,2024,18-24,Startup
Brazil,Education,Bard,78.23,3673,2024,55+,Startup
Canada,Manufacturing,ChatGPT,93.07,7257,2024,45-54,Enterprise
Brazil,Manufacturing,ChatGPT,2.62,1282,2024,45-54,SME
Canada,Transportation,Bard,36.47,1329,2023,45-54,Enterprise
Germany,Retail,Stable Diffusion,80.2,1118,2023,18-24,Startup
Germany,Healthcare,Midjourney,76.53,7836,2023,18-24,Startup
France,Finance,Midjourney,75.23,8418,2024,55+,SME
China,Finance,Midjourney,8.06,2864,2024,25-34,Startup
Canada,Education,Midjourney,65.62,2326,2023,18-24,SME
South Korea,Manufacturing,ChatGPT,47.9,8587,2023,45-54,Enterprise
Brazil,Agriculture,ChatGPT,1.05,2719,2024,45-54,Enterprise
Germany,Healthcare,Midjourney,51.21,2072,2023,45-54,Startup
China,Retail,ChatGPT,21.51,4663,2024,25-34,SME
Australia,Education,Midjourney,49.61,7696,2024,25-34,SME
Australia,Manufacturing,Stable Diffusion,57.8,287,2023,45-54,SME
France,Technology,Bard,70.2,3024,2024,35-44,Enterprise
USA,Education,Midjourney,18.09,9112,2024,45-54,Enterprise
Canada,Retail,Midjourney,7.5,1452,2024,55+,Enterprise
USA,Manufacturing,Midjourney,68.05,8873,2023,45-54,SME
South Korea,Technology,ChatGPT,35.44,6290,2024,55+,Enterprise
Brazil,Finance,Stable Diffusion,73.87,3771,2023,35-44,Startup
France,Finance,Midjourney,33.53,4291,2023,55+,SME
China,Technology,ChatGPT,40.6,9327,2024,25-34,Startup
France,Finance,Midjourney,70.78,8157,2024,45-54,Startup
UK,Manufacturing,Midjourney,0.32,6890,2024,35-44,SME
Australia,Education,Midjourney,67.69,9153,2024,18-24,Enterprise
China,Agriculture,ChatGPT,28.62,9245,2023,55+,Enterprise
UK,Manufacturing,Bard,9.14,9623,2024,35-44,Enterprise
Brazil,Transportation,ChatGPT,59.48,6676,2024,45-54,Startup
India,Agriculture,ChatGPT,9.92,4568,2024,25-34,SME
Germany,Technology,Midjourney,77.66,1549,2024,18-24,Enterprise
China,Manufacturing,ChatGPT,90.53,819,2023,55+,Startup
India,Healthcare,ChatGPT,16.17,1118,2023,18-24,Startup
Germany,Finance,ChatGPT,96.3,6053,2024,55+,SME
Australia,Retail,ChatGPT,65.16,7277,2024,25-34,Enterprise
USA,Transportation,ChatGPT,88.34,9601,2024,35-44,Startup
China,Manufacturing,Midjourney,78.44,5237,2024,18-24,Enterprise
Brazil,Education,ChatGPT,61.79,3926,2024,25-34,SME
China,Agriculture,ChatGPT,82.95,7795,2024,55+,Enterprise
Germany,Retail,Midjourney,45.43,3148,2023,55+,Startup
Australia,Finance,Midjourney,61.75,6369,2024,25-34,Enterprise
France,Healthcare,Stable Diffusion,81.59,7214,2024,18-24,Startup
South Korea,Manufacturing,ChatGPT,83.22,6508,2024,45-54,Startup
India,Technology,ChatGPT,11.88,4611,2024,45-54,Enterprise
France,Transportation,ChatGPT,98.6,8519,2024,35-44,Enterprise
France,Transportation,ChatGPT,93.85,108,2023,45-54,SME
India,Retail,Stable Diffusion,99.92,7661,2023,18-24,Startup
Brazil,Finance,ChatGPT,33.98,7268,2023,35-44,SME
Germany,Healthcare,ChatGPT,62.77,4008,2023,55+,Startup
UK,Retail,Midjourney,55.39,5803,2024,25-34,Enterprise
France,Agriculture,ChatGPT,70.69,5118,2024,25-34,Enterprise
Canada,Retail,ChatGPT,2.31,2564,2024,45-54,Enterprise
China,Healthcare,Stable Diffusion,25.36,1473,2024,45-54,Startup
Germany,Transportation,ChatGPT,40.81,384,2023,35-44,SME
France,Technology,ChatGPT,98.85,6295,2024,18-24,Startup
India,Technology,Midjourney,95.91,8486,2024,35-44,Startup
UK,Finance,ChatGPT,51.19,2772,2024,18-24,Enterprise
France,Healthcare,ChatGPT,67.05,9449,2023,45-54,Enterprise
Brazil,Education,ChatGPT,81.89,1147,2023,35-44,SME
Brazil,Manufacturing,Claude,88.03,5112,2024,45-54,SME
Germany,Retail,ChatGPT,36.41,6443,2023,55+,SME
India,Healthcare,Midjourney,56.48,6536,2024,25-34,Startup
South Korea,Agriculture,Midjourney,24.07,2453,2023,18-24,SME
Canada,Healthcare,Midjourney,95.05,6110,2023,45-54,Enterprise
UK,Retail,Midjourney,32.51,8854,2024,25-34,SME
South Korea,Retail,ChatGPT,58.14,4590,2024,25-34,Enterprise
France,Retail,ChatGPT,83.58,483,2024,35-44,Enterprise
UK,Retail,ChatGPT,30.19,910,2024,55+,Enterprise
India,Transportation,Midjourney,45.83,7474,2023,35-44,Enterprise
USA,Healthcare,ChatGPT,78.68,9957,2023,45-54,Startup
Canada,Technology,ChatGPT,99.18,8900,2023,25-34,Enterprise
India,Technology,Stable Diffusion,30.53,4925,2024,25-34,Startup
Germany,Agriculture,Midjourney,68,3991,2024,45-54,SME
